index;k_hex;k_dec;hash160;wif;y_parity;match
18311;400000000000004786;1180591620717411321734;157d8426488ddf20f463f70943baa68e0c6c7ec2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwigxcuvkm;impar;NÃO
18312;400000000000004787;1180591620717411321735;7e898cd41e2d94ba840dc0448d6de9f853a72112;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwjBoHYLEx;par;NÃO
18313;400000000000004788;1180591620717411321736;2d5c05aa2ae4359aaceaffca76d2fa4aa0d7d035;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwjgenDwLz;impar;NÃO
18314;400000000000004789;1180591620717411321737;81e5576a44a3678a7cc0da48bf50d0a875e9a155;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwkBb6GTK5;par;NÃO
18315;40000000000000478a;1180591620717411321738;bf8830fc344d47f1d71cc0eb0e083993f89c54fb;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwkgS9fKDF;par;NÃO
18316;40000000000000478b;1180591620717411321739;964d1d0750705007395ba6188b07b84f9caa0a8d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwmBJvsnJG;par;NÃO
18317;40000000000000478c;1180591620717411321740;00d6aee43b62b4c4fb5e184a62e8871d82fe65db;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwmgCNJSz5;par;NÃO
18318;40000000000000478d;1180591620717411321741;30778c5226fd68ab2a3d1a87c568ded5a4b7e086;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwnBAE9wbk;par;NÃO
18319;40000000000000478e;1180591620717411321742;da3897699940582ea488bcc1e84db90538b5d1aa;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwng2kaqmb;impar;NÃO
18320;40000000000000478f;1180591620717411321743;42bca2c6163cdf8cdc82bf5f94581bef1795ef0c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwoAuSgmuw;impar;NÃO
18321;400000000000004790;1180591620717411321744;80e4419c487327be654226e6c2efdad9fc2c51a6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwofjySiyn;par;NÃO
18322;400000000000004791;1180591620717411321745;87b8fbed2bd32bde7c7dff0f03e489dc7bed347d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwpAd6jvLb;par;NÃO
18323;400000000000004792;1180591620717411321746;15f977c568da9aed35b9069cfb666c487674eb75;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwpfX1Xbta;impar;NÃO
18324;400000000000004793;1180591620717411321747;89ab3b7a473f3e9ace23cd9576bfa33b6b8fc98b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwqATJ9Dpi;impar;NÃO
18325;400000000000004794;1180591620717411321748;43fb58cc0b69da2bc59c39e921853c74822634b2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwqfLzkJG9;par;NÃO
18326;400000000000004795;1180591620717411321749;e7e14e9204202ef00aa6fe058dc38b24f76e844c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwrABRX1gH;impar;NÃO
18327;400000000000004796;1180591620717411321750;c23077fa36360e7cfc2176400fcef58d9bd1a025;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwrf4nGTHF;par;NÃO
18328;400000000000004797;1180591620717411321751;e4f3befcd5df46cd58ddecbc78af251a58cebde5;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYws9ymX3wk;par;NÃO
18329;400000000000004798;1180591620717411321752;210ef5f88360e3cb0530e2e95afad240d72da801;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwseq6aSLj;impar;NÃO
18330;400000000000004799;1180591620717411321753;dfd3c65f2ede473df6e91069c318c634ad1c411f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwt9hSX3MA;impar;NÃO
18331;40000000000000479a;1180591620717411321754;41080e4cd7446f2873353907683e02d3e4443032;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwteZwbsJy;impar;NÃO
18332;40000000000000479b;1180591620717411321755;c31c485cc3a1de947cbc4a1dd243f0107a8877b7;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwu9TxxTYk;par;NÃO
18333;40000000000000479c;1180591620717411321756;30984175f8fcf40e64b78e3181a033531a3ff799;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwuePjF1DH;par;NÃO
18334;40000000000000479d;1180591620717411321757;1be0bdfae8f034967f8a1a29f01bced8b2e5b3b2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwv9DFkRWP;impar;NÃO
18335;40000000000000479e;1180591620717411321758;e32adcd672d856788a81313104c068c3d8970850;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwve6PaLqn;par;NÃO
18336;40000000000000479f;1180591620717411321759;07e72c63b26a37d3a7edaa41daed64fa8f8ecc44;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYww8xh1tqC;par;NÃO
18337;4000000000000047a0;1180591620717411321760;c7b7ebb96911b598d471309ccf90b2317b14aa70;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwwdq3wt93;impar;NÃO
18338;4000000000000047a1;1180591620717411321761;7f7830fac811e69e96a1a64e32d521239f853b45;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwx8nhPnWf;impar;NÃO
18339;4000000000000047a2;1180591620717411321762;d62ce5d0d9b8800b68938064d1705f8c3ebb96f6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwxdd5Awcr;impar;NÃO
18340;4000000000000047a3;1180591620717411321763;bfc623a15203aabed95c6137d9fd1dab5478876e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwy8Yjvs94;impar;NÃO
18341;4000000000000047a4;1180591620717411321764;805c8939b5ef6667d50cb9a08d82801a9bae2a7a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwydSobGzv;par;NÃO
18342;4000000000000047a5;1180591620717411321765;7bf12d8f3e27e42dd568d808f75dc45bcb5d37e8;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwz8JR1rQE;par;NÃO
18343;4000000000000047a6;1180591620717411321766;a967e3cb668059c803b831b3c4a6b453749190c0;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYwzdCBmLQn;par;NÃO
18344;4000000000000047a7;1180591620717411321767;5eae9383b5ba74ea735e3db73e2f301ec68a3cf0;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx187JCE9U;impar;NÃO
18345;4000000000000047a8;1180591620717411321768;ca660ebdbb9abd7a8290eea902a0939337535355;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx1czXadw8;par;NÃO
18346;4000000000000047a9;1180591620717411321769;fcbb926800c53477bba1b375d231c1fa2e6997e4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx27pPEwB3;impar;NÃO
18347;4000000000000047aa;1180591620717411321770;c7b8c53e036773ecdc3d31fa66a728683856975a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx2ci1HNNR;impar;NÃO
18348;4000000000000047ab;1180591620717411321771;99e1dd76743366943db44d5ba2b5cca2b0dd593c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx37dzdgVN;par;NÃO
18349;4000000000000047ac;1180591620717411321772;2f6a73d7c763f24a837d21ca12061bf9cfcbeffb;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx3cV1TmL3;par;NÃO
18350;4000000000000047ad;1180591620717411321773;f145e0314d16bc03793f18292add5bf940c1556a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx47NGzNwR;impar;NÃO
18351;4000000000000047ae;1180591620717411321774;c220765c1d5958719f0f582fa8c89ca1449de6af;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx4cCYLSz1;par;NÃO
18352;4000000000000047af;1180591620717411321775;bb050b06f4af21bc0396e522b5615e9d82b5ca67;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx575vmJ7r;impar;NÃO
18353;4000000000000047b0;1180591620717411321776;2703ad8f67b012793af02324ed12aa4f71cc70f1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx5c1Y4Yra;par;NÃO
18354;4000000000000047b1;1180591620717411321777;49335447452129ad61df1c81f77aaa8d99a72103;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx66rWtM5j;par;NÃO
18355;4000000000000047b2;1180591620717411321778;85d53fd7b1310094c842b3010cd59a72579bc811;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx6bi7Nupx;par;NÃO
18356;4000000000000047b3;1180591620717411321779;bcf60e04cd27f3b36ca502833a8c4190b589a439;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx76bQotQr;par;NÃO
18357;4000000000000047b4;1180591620717411321780;8701fd8735cd289d5099fa5c9620eebb6be9e73d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx7bVXxGPc;par;NÃO
18358;4000000000000047b5;1180591620717411321781;4e065817ead6d1b9199bcffa39d9168cf0fecbbd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx86RZxvGq;impar;NÃO
18359;4000000000000047b6;1180591620717411321782;b4384a5f89c6426b15a3f2275366847f858b0a7a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx8bKmAfbn;par;NÃO
18360;4000000000000047b7;1180591620717411321783;8a12dae57726df454cfdd0060522ca9a5ca5d7e8;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx96DX7C5T;par;NÃO
18361;4000000000000047b8;1180591620717411321784;2f851e22aa79c702431c0c7795d3dff40cceac95;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYx9b17hfXp;par;NÃO
18362;4000000000000047b9;1180591620717411321785;4693885fafdda4ef2a32c9a1192e8407401036cd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxA5ykCDcx;impar;NÃO
18363;4000000000000047ba;1180591620717411321786;57f1a2930b7aaa5190d92db1f814c3d7fd694e7d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxAarAcuSJ;par;NÃO
18364;4000000000000047bb;1180591620717411321787;d929609c32cff099160553e6fa3356952d9b3e99;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxB5jBKV8b;impar;NÃO
18365;4000000000000047bc;1180591620717411321788;a517cf311d4fc36c203a55f65a357323c55e6c68;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxBaY49qzo;impar;NÃO
18366;4000000000000047bd;1180591620717411321789;76c949702b1f91c12bf24616ce4234b82d9c605a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxC5VBKPgV;par;NÃO
18367;4000000000000047be;1180591620717411321790;fa3bf0653628d5409fa21b138fd2c765313f1770;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxCaKQvDEs;par;NÃO
18368;4000000000000047bf;1180591620717411321791;f953d58e208b82ba1635a394f3ca227fb9130bee;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxD5HeefFu;par;NÃO
18369;4000000000000047c0;1180591620717411321792;162e0528525954d9aee438836731a7e8fc541b6e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxDa9RdYpt;impar;NÃO
18370;4000000000000047c1;1180591620717411321793;8740775849c48899d33f9f048bb701a2e5612a17;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxE52J3tr2;par;NÃO
18371;4000000000000047c2;1180591620717411321794;795d0a797177459a7dd5743aba6f0a57f02f80a6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxEZu5naFt;par;NÃO
18372;4000000000000047c3;1180591620717411321795;be46511b9943197228d7a7430fd9d66ac3913192;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxF4jHju4K;par;NÃO
18373;4000000000000047c4;1180591620717411321796;4683f14120e32c476d861ec3e8fb11d1e12ebddc;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxFZfyCvqr;par;NÃO
18374;4000000000000047c5;1180591620717411321797;74c7e90c04c3671c2929e4acc976294a475b2c1a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxG4WwhamN;par;NÃO
18375;4000000000000047c6;1180591620717411321798;a1254ea0ad73644d3ccc68363927dbea579fbacd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxGZPy1NVe;par;NÃO
18376;4000000000000047c7;1180591620717411321799;3b068d129bffb81c14d49d5244cb0a1edfcd9934;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxH4LSMHJN;impar;NÃO
18377;4000000000000047c8;1180591620717411321800;08b461c2212ab5871d8412635f52235bfeda42e4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxHZ7xYptV;par;NÃO
18378;4000000000000047c9;1180591620717411321801;5f04f1ca9ffff401088dfc9104e28a3212be655d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxJ431p4FQ;impar;NÃO
18379;4000000000000047ca;1180591620717411321802;f5a812d4bae2ee820457ec803e5159c1d03754b0;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxJYvvTkiD;impar;NÃO
18380;4000000000000047cb;1180591620717411321803;7682d5780bdbe405a442787465469ba09ddf90d7;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxK3ommy5X;impar;NÃO
18381;4000000000000047cc;1180591620717411321804;78c0a5a0353e8cf32fdfdb87e49bb71d56a1941b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxKYigcYDN;impar;NÃO
18382;4000000000000047cd;1180591620717411321805;02c04d0d35418bb23dd91c1bd7b956b278532916;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxL3YqZYXb;par;NÃO
18383;4000000000000047ce;1180591620717411321806;0baac983b7bc14e83e3dd60668eaad8881849590;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxLYSUjXry;par;NÃO
18384;4000000000000047cf;1180591620717411321807;1cb4736fef36939eb94f3e3eab79495c54578b28;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxM3PW6x73;impar;NÃO
18385;4000000000000047d0;1180591620717411321808;b5fbe21f0842d5ae62a878867af2245ddded6a1d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxMYHcxbyF;impar;NÃO
18386;4000000000000047d1;1180591620717411321809;3851311f5264e10321fbf3a2f1377313ab31d930;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxN36BRPxP;par;NÃO
18387;4000000000000047d2;1180591620717411321810;044a33fe7f9f7fd48121cfd545b330fdd6b6337c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxNY1Xz6xr;par;NÃO
18388;4000000000000047d3;1180591620717411321811;a1498ff5634079a22701aea130f33a99610896af;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxP2vcQ2b1;par;NÃO
18389;4000000000000047d4;1180591620717411321812;add514d997222ed08aeeae2506418cb22ecea167;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxPXm3T2sC;par;NÃO
18390;4000000000000047d5;1180591620717411321813;0690702ad9bb47ed59b7abeec7ef00af38da398c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxQ2hQoASX;impar;NÃO
18391;4000000000000047d6;1180591620717411321814;a1271a7eb0360a2d820bd4971cb312fd9374c4ef;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxQXae1fZK;par;NÃO
18392;4000000000000047d7;1180591620717411321815;0c70a67ba18c83d03133558ca66a8a18cb598d6a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxR2MijEhR;par;NÃO
18393;4000000000000047d8;1180591620717411321816;2c96d7ca0a36278504059608e26300ae3b6c1f9e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxRXHYG9ym;par;NÃO
18394;4000000000000047d9;1180591620717411321817;5ec27c03bb1f1240aa314be3c9009c8574ccfa6e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxS2AL9ntB;impar;NÃO
18395;4000000000000047da;1180591620717411321818;11499e6e7872d4c9c9d65aea031d90833ff4fa62;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxSX5M4VfA;par;NÃO
18396;4000000000000047db;1180591620717411321819;783265b46f9d854fa7e270cb110ef37d8cd86e32;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxT1yetTLH;impar;NÃO
18397;4000000000000047dc;1180591620717411321820;4c3f5c4515969d8cf2a38af27f8929eb9ca572e8;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxTWq66G7W;impar;NÃO
18398;4000000000000047dd;1180591620717411321821;05814cecf1706f8784f3a5ce875c03676137bcd0;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxU1g197PQ;par;NÃO
18399;4000000000000047de;1180591620717411321822;40a1d8edb03ceb29189708844ea1022cfd024018;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxUWYeKvkv;par;NÃO
18400;4000000000000047df;1180591620717411321823;8656569aec82417d72d349593c5d16613fcf1108;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxV1X8JJHM;impar;NÃO
18401;4000000000000047e0;1180591620717411321824;3f0f14c6a5bf649aca57a219d53db2d0eb17ded1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxVWLV9ABz;impar;NÃO
18402;4000000000000047e1;1180591620717411321825;5c918a9d62d991a0bfc39f3737b07fe487a10ebc;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxW1D4WoRQ;par;NÃO
18403;4000000000000047e2;1180591620717411321826;24c5d37c98cbff4f24702401262d5a32962236e6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxWW7511UP;par;NÃO
18404;4000000000000047e3;1180591620717411321827;7dcc2498941a2eede7958078eac8ada89e11bd51;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxWzwjKEEg;par;NÃO
18405;4000000000000047e4;1180591620717411321828;4b3856a5dc967f42c50cf0cbce23b78f6cb10aef;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxXVuw6dvU;par;NÃO
18406;4000000000000047e5;1180591620717411321829;0bb52a18cee8b3a780e2ee58e10809caa37d3e89;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxXzkNXWN8;par;NÃO
18407;4000000000000047e6;1180591620717411321830;57cebf9c19158f0d18f2608fd4967e9e8dd873b9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxYVftvRtg;impar;NÃO
18408;4000000000000047e7;1180591620717411321831;be1ac8c5004468cfa0ee0d02de6d9f6b0cee1b03;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxYzWAdok7;par;NÃO
18409;4000000000000047e8;1180591620717411321832;0af87e67755f690902852e731d571a7b9c54fafe;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxZVMz6zNR;impar;NÃO
18410;4000000000000047e9;1180591620717411321833;538fd3bcad940f729a5b86832fb0c33fcf80b858;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxZzKumyXi;impar;NÃO
18411;4000000000000047ea;1180591620717411321834;fc4fba015079710e12e3e11892589822c1101bc4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxaVCZDaqE;par;NÃO
18412;4000000000000047eb;1180591620717411321835;95059b863e7fe6bf49a5d49375f89ad3d0ddeb01;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxaz3q7k41;par;NÃO
18413;4000000000000047ec;1180591620717411321836;98bb56523a520476cc0a1b587c06e84795fdc201;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxbUtRrcBU;par;NÃO
18414;4000000000000047ed;1180591620717411321837;5a8cd10f5b3bca7b77912cd07192a20e7449b16a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxbyrekdtM;par;NÃO
18415;4000000000000047ee;1180591620717411321838;e364ea372ed5378d37c3557374f78deb42e7a83e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxcUkY4s3m;impar;NÃO
18416;4000000000000047ef;1180591620717411321839;222e38e6729f760b6aeb9a2ccf07ed24578342ee;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxcybWhEvF;par;NÃO
18417;4000000000000047f0;1180591620717411321840;306995f0f4e3bc63ed043ba4f7379935b6f58506;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxdUTUhrrq;par;NÃO
18418;4000000000000047f1;1180591620717411321841;f1776741a7a2fd25f566bcc09b54908ce39306ca;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxdyJnXuHL;par;NÃO
18419;4000000000000047f2;1180591620717411321842;e9da0f42ce70a0ab1f7ee9b1634e382e4859a51b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxeUEiZmTN;par;NÃO
18420;4000000000000047f3;1180591620717411321843;7f2e62396785640e57709bb07a7c06419b5db71a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxey9fnBTt;par;NÃO
18421;4000000000000047f4;1180591620717411321844;9ad70476f897ee3a9c380fbe4d6a2c03615978e1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxfTz5L1QQ;par;NÃO
18422;4000000000000047f5;1180591620717411321845;04500cc19f742051987d490a9618395712f6ac50;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxfxrZ9cLY;par;NÃO
18423;4000000000000047f6;1180591620717411321846;281094a8f3ee9bb72a19b697139a5a6435a7bdff;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxgTnDZwRt;par;NÃO
18424;4000000000000047f7;1180591620717411321847;547f5e3639cb138b790559fb152c4fa6489c5161;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxgxfrmk2b;par;NÃO
18425;4000000000000047f8;1180591620717411321848;46758d2518518e90b8b14916787017384684e2ab;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxhTWHnDei;impar;NÃO
18426;4000000000000047f9;1180591620717411321849;76d7e3b23bb058afad5f664aade62239e33fcae5;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxhxQNR9Cw;impar;NÃO
18427;4000000000000047fa;1180591620717411321850;39fd15a3ce7b6b8b9e3daf56a64ae91ba73ddcc1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxiTEqRuyz;par;NÃO
18428;4000000000000047fb;1180591620717411321851;8009bb187c62738b258b58da0acfdb3ebf597cbd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxixAnGVG5;par;NÃO
18429;4000000000000047fc;1180591620717411321852;a616a21c07f24556dc85928befa030832772b1e4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxjT7FrqFV;impar;NÃO
18430;4000000000000047fd;1180591620717411321853;46832cb57a8f57bbaf90ed3fc1b87128d851820f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxjwyBN6fm;impar;NÃO
18431;4000000000000047fe;1180591620717411321854;c860df78fc1f0520e442cea1ea5e6c2d199650b1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxkSrPify9;par;NÃO
18432;4000000000000047ff;1180591620717411321855;9df0529b8ead0c760cee6f70c3d52184a081a019;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxkwkFBt4h;impar;NÃO
18433;400000000000004800;1180591620717411321856;b9f926c66e29a5794398695bbe227601ef4365b3;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxmSZdSdo2;par;NÃO
18434;400000000000004801;1180591620717411321857;3fdfcc16e84dbafffaf61bb4a665e1b2e151bcc7;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxmwTst8xh;par;NÃO
18435;400000000000004802;1180591620717411321858;9ee47009dee3a47b50d888dc48e11fb565a36f4b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxnSPXJH5n;par;NÃO
18436;400000000000004803;1180591620717411321859;913b5fe7c36cb36a623bb70cde516570c0b60301;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxnwByL5PN;par;NÃO
18437;400000000000004804;1180591620717411321860;b692efef1cdd93e57d3798c938f6e49817b44e9a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxoS9QfRv8;impar;NÃO
18438;400000000000004805;1180591620717411321861;b167b464cee1a071630d4f1e07aed1c9070bd1e3;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxovwpxa7s;par;NÃO
18439;400000000000004806;1180591620717411321862;0b06595a7f2efebdc57af6cfbe71d86f1a1171f4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxpRv8tNKf;impar;NÃO
18440;400000000000004807;1180591620717411321863;660ee889f37a4fd9fe4ee2aeb316a1f22b50664a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxpvjKMg7V;impar;NÃO
18441;400000000000004808;1180591620717411321864;b1faae6154eeb714b656e4f9caaac53c0e2195d7;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxqRfPJUhW;impar;NÃO
18442;400000000000004809;1180591620717411321865;5397a4efb241feb453f93f75c33b70a63e26cb4d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxqvX7wC7Z;impar;NÃO
18443;40000000000000480a;1180591620717411321866;5e4548c1934d0a94085fde30605a859613753506;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxrRTDvaNs;impar;NÃO
18444;40000000000000480b;1180591620717411321867;c75ac9e1daa109878995236a633203afa623753d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagYxrvFFVwKo;impar;NÃO
